Auteur: ZhenZhen ∾ | Channel: 💬-𝘓𝘦-𝘨𝘦𝘯𝘦𝘳𝘢𝘭 | Message: Djfxmjddpudoyo | Msg_id: 817558144074121258
Msg_id: 819738571606851605 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Qio
Msg_id: 819738585304399882 | Auteur: Sabouine🥀✪ | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: 😭😭😭😭😭😭😭😭😭😭😭
Msg_id: 819738595270459402 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Quo
Msg_id: 819738598970228736 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: I
Msg_id: 819738609065918484 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Quoi
Msg_id: 819738636697731092 | Auteur: Sabouine🥀✪ | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Jss morte
Msg_id: 819738979670818829 | Auteur: Rayura | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: hé ça va <@!466700738194833411> t’es peomid un peu ou pas ?
Msg_id: 819739022820638720 | Auteur: Sabouine🥀✪ | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: 😭😭😭😭😭
Msg_id: 819739374631124992 | Auteur: Sabouine🥀✪ | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Je vais aller dodooo
Msg_id: 819739380059078727 | Auteur: Sabouine🥀✪ | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Moiii
Msg_id: 819739437834829834 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: <@!466700738194833411>
Msg_id: 819739449654509598 | Auteur: Sabouine🥀✪ | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Bonne nuiit mes choupinouuu
Msg_id: 819739462636011551 | Auteur: Sabouine🥀✪ | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: 💞💞💞💞
Msg_id: 819739467795529778 | Auteur: Rayura | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: bonne nuit <@752940390591758346> bisous <33
Msg_id: 819739473193599046 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: <@!466700738194833411>
Msg_id: 819739480931958824 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: <@!466700738194833411>
Msg_id: 819739489915240478 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: <@!466700738194833411>
Msg_id: 819739497272442900 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: <@!466700738194833411>
Msg_id: 819739503865757736 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: <@!466700738194833411>
Msg_id: 819739511998644235 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: <@!466700738194833411>
Msg_id: 819739521398603816 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: <@!466700738194833411>
Msg_id: 819739528829992980 | Auteur: Sabouine🥀✪ | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Attention
Msg_id: 819739528607694859 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: <@!466700738194833411>
Msg_id: 819739540939997254 | Auteur: Sabouine🥀✪ | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Au bot
Msg_id: 819739562783801405 | Auteur: Sabouine🥀✪ | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Sectraid
Msg_id: 819739571608748073 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: <@!466700738194833411>
Msg_id: 819739572526645272 | Auteur: Sabouine🥀✪ | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Il va te ban
Msg_id: 819739585155563530 | Auteur: Sabouine🥀✪ | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: 😭😭😭😭😭
Msg_id: 819739612393766962 | Auteur: Rayura | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: ah ouiii comme moi
Msg_id: 819739622364020766 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Tu va me deban
Msg_id: 819739626940006402 | Auteur: Rayura | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: il voulais me ban
Msg_id: 819739636862812202 | Auteur: Sabouine🥀✪ | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Ya  plus aucun staff de co la
Msg_id: 819739638788128788 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: <@!466700738194833411>
Msg_id: 819739647990824981 | Auteur: Sabouine🥀✪ | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: 😭😭😭😭
Msg_id: 819739674562134016 | Auteur: Sabouine🥀✪ | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Mais je vais dodo
Msg_id: 819739683252076674 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: <@!466700738194833411>
Msg_id: 819739704919719977 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: ALORS DEMAIN
Msg_id: 819739711957631016 | Auteur: Sabouine🥀✪ | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Du coup faudra attendre demain
Msg_id: 819739728332849203 | Auteur: Sabouine🥀✪ | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: 😭😭😭
Msg_id: 819739730848776243 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Mdr
Msg_id: 819739741339123713 | Auteur: Sabouine🥀✪ | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Ah naaaaannnn
Msg_id: 819739753091432458 | Auteur: Sabouine🥀✪ | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Reste ici
Msg_id: 819739753498017822 | Auteur: absolut maïrouille la débrouille | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: ????
Msg_id: 819739756753584128 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: <@!466700738194833411>
Msg_id: 819739779494707210 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: MAIRA
Msg_id: 819739805721952258 | Auteur: absolut maïrouille la débrouille | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: quoi
Msg_id: 819739834180173841 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Tu mr prendn pour uhne conbe
Msg_id: 819739855750955018 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Conne
Msg_id: 819739909631377468 | Auteur: absolut maïrouille la débrouille | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: pk
Msg_id: 819739925355298867 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Tu ma peomid
Msg_id: 819739992062033941 | Auteur: absolut maïrouille la débrouille | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: ?
Msg_id: 819740037489885194 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: De vejinr n appel
Msg_id: 819740046995226664 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: En
Msg_id: 819740072794259514 | Auteur: absolut maïrouille la débrouille | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: nn
Msg_id: 819740092956409877 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Oui
Msg_id: 819740182043164672 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Alors vien rout suot
Msg_id: 819740295637106688 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: <@!466700738194833411>
Msg_id: 819740305082941441 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: <@!466700738194833411>
Msg_id: 819740317657464833 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: <@!466700738194833411>
Msg_id: 819740321499316234 | Auteur: absolut maïrouille la débrouille | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: non
Msg_id: 819740350432280593 | Auteur: absolut maïrouille la débrouille | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: arrête
Msg_id: 819740371420446730 | Auteur: absolut maïrouille la débrouille | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: jvais menerver
Msg_id: 819740406840950794 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Van te faiee fourte grosae poute
Msg_id: 819740436720517130 | Auteur: absolut maïrouille la débrouille | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: ta guzule
Msg_id: 819740551058030602 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Mais tas peonid
Msg_id: 819740652417187901 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Cross coanass
Msg_id: 819740782738800641 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: 🤪😘😎🥰🥸😍🥳😌🥳🥳😍
Msg_id: 819740814234222642 | Auteur: absolut maïrouille la débrouille | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: ?????
Msg_id: 819740818352898129 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: 😡🥶😱😨😱🥶😡🥶🥶🥶🥶🥶🥶🥶🥶😡😡😡😡😡😡😡😡😡😡😡😡😡
Msg_id: 819740859565998131 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: 😡🤬🤬😡😡😡😡🥵🥵😡😡😡😡😠😡😡😡😡😡😡😓🥶🥶😡😡😡😢😢😡😡
Msg_id: 819741073017405491 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Demaib je cais te defonce la guzule
Msg_id: 819741184221249566 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: 😠😠😠😠
Msg_id: 819741323099504650 | Auteur: absolut maïrouille la débrouille | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: mais laisse moi
Msg_id: 819741385266954260 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Jte dretesdde putin tu mavausi peomid
Msg_id: 819741407996411938 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: <@!466700738194833411>
Msg_id: 819741494909992990 | Auteur: absolut maïrouille la débrouille | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: ?????
Msg_id: 819741512099037235 | Auteur: absolut maïrouille la débrouille | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: tg stfu
Msg_id: 819741529890488353 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: ????????
Msg_id: 819741565298671636 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Toi stfu
Msg_id: 819741588522795028 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Jtaine pas
Msg_id: 819741718068723773 | Auteur: absolut maïrouille la débrouille | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: c réciproque petasse
Msg_id: 819741798368935976 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: 😠😠😠
Msg_id: 819741929058861068 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: <@!466700738194833411>
Msg_id: 819741941134393394 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: <@!466700738194833411>
Msg_id: 819741956271898624 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Je faime
Msg_id: 819742036081115146 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: 😟😟😖🥸😜🥳🧐🤪
Msg_id: 819742105516638238 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: 😭
Msg_id: 819742123162861618 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Je taien
Msg_id: 819742149775065109 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Je taim
Msg_id: 819742164091011112 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Taie@
Msg_id: 819742172990799913 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Taime
Msg_id: 819742175587467314 | Auteur: absolut maïrouille la débrouille | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: arrête de me spam
Msg_id: 819742194893717534 | Auteur: absolut maïrouille la débrouille | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: je cais te tuer
Msg_id: 819742196911570955 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: <@!466700738194833411>
Msg_id: 819742208869269555 | Auteur: absolut maïrouille la débrouille | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: laisse moi trql
Msg_id: 819742218612113460 | Auteur: absolut maïrouille la débrouille | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: ou je quitte
Msg_id: 819742237009117205 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Mais je tauen
Msg_id: 819742366025515008 | Auteur: absolut maïrouille la débrouille | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: ??
Msg_id: 819742415370846239 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: He tiame
Msg_id: 819742424242585620 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Taime
Msg_id: 819742440256045067 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Je
Msg_id: 819742448883859466 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Taime
Msg_id: 819742471860387890 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: T cool
Msg_id: 819742495478775888 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: T nicw
Msg_id: 819742544777969664 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: T ma gosud pote
Msg_id: 819742586158710814 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Alors viesn voc
Msg_id: 819742611111411722 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: <@!466700738194833411>
Msg_id: 819742689787510855 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: ???????????????????
Msg_id: 819742697169879080 | Auteur: Théo | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: https://youtu.be/t4h8j9xLyxQ
Msg_id: 819742751730040863 | Auteur: absolut maïrouille la débrouille | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: tg
Msg_id: 819742809610256455 | Auteur: Théo | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: @everyone faut respect les gestes barrieres
Msg_id: 819743422910431232 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Maura
Msg_id: 819744022921740360 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: <@!466700738194833411>
Msg_id: 819744051787595776 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: <@!466700738194833411>
Msg_id: 819744489462693892 | Auteur: absolut maïrouille la débrouille | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: ???????
Msg_id: 819744558287421510 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Mais viens je veux parles
Msg_id: 819744785299800065 | Auteur: absolut maïrouille la débrouille | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: j’suis en pleine redescente
Msg_id: 819745107086409800 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Vonie
Msg_id: 819745118302896190 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Vomit
Msg_id: 819745740149751808 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: <@!466700738194833411>
Msg_id: 819745760534855690 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: <@!466700738194833411>
Msg_id: 819745798182535169 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Maira vomit stpi
Msg_id: 819745845574500372 | Auteur: absolut maïrouille la débrouille | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: ta gueule putain laisse moi tranquille
Msg_id: 819745958110691358 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Ok
Msg_id: 819746013492805640 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: <@!466700738194833411> ok
Msg_id: 819746179599958027 | Auteur: absolut maïrouille la débrouille | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: ta gueule
Msg_id: 819746212613586945 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Mais jai dig ok
Msg_id: 819746930547752990 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Peomid
Msg_id: 819746957949272085 | Auteur: Rayura | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: peomid forever
Msg_id: 819747008398753812 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Arrete 😡😡
Msg_id: 819747033376096267 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: <@!742479167043534970>
Msg_id: 819747063050534913 | Auteur: Rayura | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: j’ai rien fait wsh
Msg_id: 819747081912713216 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Churw
Msg_id: 819747093572091965 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Chutee
Msg_id: 819747116791889920 | Auteur: Rayura | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: va dodo
Msg_id: 819747139709567007 | Auteur: Rayura | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: c’est mieux
Msg_id: 819747155472285726 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Non
Msg_id: 819747292084437012 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Ftg jai pa gout
Msg_id: 819747383101227020 | Auteur: Rayura | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: j’ai r compris
Msg_id: 819747474449104926 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Jai pas le gouy daller dodio
Msg_id: 819747481620840479 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Dodo
Msg_id: 819747535781625866 | Auteur: Rayura | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: moi je pense que si
Msg_id: 819747562630152202 | Auteur: Rayura | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: je suis peomid un petit peu
Msg_id: 819747653445353473 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Je vais y alltr bientot peomdi
Msg_id: 819747663925739520 | Auteur: absolut maïrouille la débrouille | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: je pue la beuh et l’alcool
Msg_id: 819747674836041770 | Auteur: absolut maïrouille la débrouille | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: purée
Msg_id: 819747700705853480 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Gg
Msg_id: 819747707199160321 | Auteur: Kaylita.sg | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Gg
